Id,Title,Description
scid-39,Enable 'Domain member: Digitally sign secure channel data (when possible)',Determines whether a domain member should attempt to negotiate whether all secure channel traffic that it initiates must be digitally signed. Digital signatures protect the traffic from being modified by anyone who captures the data as it traverses the network.
scid-4,Enable 'Bind to Object',"Determines whether Microsoft Internet Explorer performs its typical safety checks on Microsoft ActiveX controls when opening URLs that are passed to it by an Office application. By default, Internet Explorer performs additional safety checks when ActiveX controls are initialized. Specifically, it prevents the control from being created if the kill bit is set in the registry. It also checks the security settings for the zone of the URL in which the control is instantiated to determine whether the control can be safely initialized. For the same behavior of the selectable applications, such as Excel and Word when they instantiate the use of Internet Explorer, the policy must be Enabled and the applications selected."
scid-40,Disable 'Domain member: Disable machine account password changes',Determines whether automatic password changes are enforced on computer accounts.
scid-4000,Disallow offline access to shares,"Determines whether the Offline Files feature is enabled for a shared folder on the device. Offline Files saves a copy of network files on the user's device, which can be accessed when the computer is not connected to the network."
scid-4001,Remove share write permission set to ‘Everyone’,Determines whether a shared folder has write permission set to ‘Everyone’ both in NTFS permission and share permission.
scid-4002,Remove shares from the root folder,Determines whether there is a share on a device sharing the root folder.
scid-4003,Set folder access-based enumeration for shares,Set access-based enumeration (ABE) on SMB shares to prevent users from seeing shared resources that they do not have permission to access
scid-41,Set 'Account lockout duration' to 15 minutes or more,"Determines the length of time that must pass before a locked account is unlocked and a user can try to log on again. If configured to 0, accounts will remain locked out until an administrator manually unlocks them.<br><br>This security control is only assessed for machines with Windows 10, version 1709 or later."
scid-42,Set 'Reset account lockout counter after' to 15 minutes or more,"Determines the length of time before the 'Account lockout threshold' counter resets to zero after a failed logon attempt. This reset time must be less than or equal to the value of the 'Account lockout duration' setting.<br><br>This security control is only assessed for machines with Windows 10, version 1709 or later."
scid-43,Disable Microsoft Defender Firewall notifications when programs are blocked for Domain profile,Determines whether Microsoft Defender Firewall with Advanced Security display notifications to the user when a program is blocked from receiving inbound connections.
scid-44,Set 'Account lockout threshold' to 1-10 invalid login attempts,"Determines the number of failed logon attempts before the account is locked. The number of failed logon attempts should be reasonably small to minimize the possibility of a successful password attack, while still allowing for honest errors made during a legitimate user logon.<br><br>This security control is only assessed for machines with Windows 10, version 1709 or later."
scid-45,Set user authentication for remote connections by using Network Level Authentication to 'Enabled',Determines whether to require user authentication for remote connections to the RD Session Host server by using Network Level Authentication.
scid-46,Disable Microsoft Defender Firewall notifications when programs are blocked for Private profile,Determines whether Microsoft Defender Firewall with Advanced Security display notifications to the user when a program is blocked from receiving inbound connections.
scid-47,Set 'Windows Firewall: Public: Firewall state' to 'On (recommended)',"Select On (recommended) to have Windows Firewall with Advanced Security use the settings for this profile to filter network traffic. If you select Off, Windows Firewall with Advanced Security will not use any of the firewall rules or connection security rules for this profile."
scid-48,Set 'Windows Firewall: Public: Inbound connections' to 'Block (default)',Determines the behavior for inbound connections that do not match an inbound firewall rule.
scid-49,Disable Microsoft Defender Firewall notifications when programs are blocked for Public profile,Determines whether Microsoft Defender Firewall with Advanced Security display notifications to the user when a program is blocked from receiving inbound connections.
scid-5,Enable 'Restrict File Download',Configures whether file download prompts that are not user-initiated are allowed.
scid-50,Disable merging of local Microsoft Defender Firewall rules with group policy firewall rules for the Public profile,Controls whether local administrators are allowed to create local firewall rules that apply together with firewall rules configured by Group Policy. This recommendation is not applicable to Azure virtual machines.
scid-5000,REMOVED-Turn on Microsoft Defender for Endpoint sensor for MacOS,"Determines whether the Microsoft Defender for Endpoint sensor installed on MacOS collect and process behavioral signals from the operating system and sends this sensor data to your private, isolated, cloud instance of Microsoft Defender for Endpoint"
scid-5001,Fix Microsoft Defender for Endpoint sensor data collection in macOS,The Microsoft Defender for Endpoint service relies on sensor data collection to determine the security state of a machine.
scid-5002,Fix Microsoft Defender for Endpoint impaired communications in macOS,This status indicates that there's limited communication between the machine and the Microsoft Defender for Endpoint service.
scid-5003,Set minimum password length to 15 or more characters in macOS,Determines the minimum password length.
scid-5004,Set 'Enforce password history' to '24 or more password(s)' in macOS,Determines the number of unique new passwords that are required before an old password can be reused in association with a user account.
scid-5005,"Set 'Maximum password age' to '90 or fewer days, but not 0' in macOS",Determines the period of time (in days) that a password can be used before the system requires the user to change it.
scid-5006,Set account lockout threshold to 5 or lower in macOS,Specifies the amount of times a user can enter an incorrect password before a lockout will occur.
scid-5007,Turn on Firewall in macOS,Firewall is designed to keep hackers and malicious software from gaining access to your device through a network or the Internet.
scid-5008,REMOVED-Security Assessment Policy,TBD
scid-5009,Enable Gatekeeper in macOS,"Gatekeeper is an application allow list control that restricts downloaded applications from launching, limiting applications from unverified sources from running without authorization."
scid-5010,Enable System Integrity Protection (SIP) in macOS,"System Integrity Protection restricts access to system domain locations and restricts runtime attachment to system processes. Any attempt to inspect or attach to a system process will fail. It’s vital to prevent unauthorized and unintended information transfer via shared system resources, protect audit tools from unauthorized access, modification, and deletion, limit privileges to change software resident within software libraries, limit the ability of non-privileged users to grant other users direct access to the contents of their home directories/folders."
scid-5011,Enable FileVault Disk Encryption in macOS,FileVault secures a system's data by automatically encrypting its boot volume and requiring a password or recovery key to access it. Encrypting the system hard drive ensures both confidentiality and integrity of any data stored on the system.
scid-5012,REMOVED-Set screen to lock when screensaver starts in macOS,Checks whether the device is set to prompt for a password when waking from screensaver mode with no grace period.
scid-5013,Ensure screensaver is set to start in 20 minutes or less in macOS,This setting controls the inactivity interval for the screensaver. A locking screensaver is one of the standard security controls to limit access to a computer and the current user's session when the computer is temporarily unused or unattended.
scid-5014,Secure Home Folders in macOS,"By default macOS allows all valid users into the top level of every networked user's home folder, with the ability to view the folder content. This control restricts access to a home folder to only the user, helping to protect against inadvertent information disclosures."
scid-5090,Turn on Microsoft Defender Antivirus real-time protection in macOS,This status indicates that Microsoft Defender Antivirus real-time protection is disabled.
scid-5091,Turn on Microsoft Defender Antivirus PUA protection in block mode in macOS,Enabling Potentially Unwanted Application (PUA) protection in block mode will block and automatically quarantine potentially unwanted applications. PUA protection blocking takes effect on endpoint clients after the next signature update or computer restart.<br><br>
scid-5092,Turn on Tamper Protection for MacOS,"Tamper protection in macOS helps prevent unwanted changes to security settings from being made by unauthorized users. Tamper protection helps prevent unauthorized removal of Microsoft Defender for Endpoint on macOS. This capability also helps important security files, processes, and configuration settings from being tampered.<br><br>."
scid-5093,Enable Microsoft Defender Antivirus real-time behavior monitoring in macOS,"Determines whether Microsoft Defender Antivirus monitors file processes, file and registry changes, and other events on your endpoints for suspicious and known malicious activity."
scid-5094,Enable Microsoft Defender Antivirus cloud-delivered protection in macOS,"Indicates that Microsoft Defender Antivirus cloud-delivered protection is not enabled. Cloud-delivered protection service provides very important protection against malware on your endpoints and across your network. <a href=""https://docs.microsoft.com//windows/security/threat-protection/windows-defender-antivirus/utilize-microsoft-cloud-protection-windows-defender-antivirus"" target=_blank>Learn more about cloud-delivered protection</a><br><br>"
scid-5095,Update Microsoft Defender Antivirus definitions in macOS,This status indicates that Microsoft Defender Antivirus definitions are not up to date.
scid-51,Disable merging of local Microsoft Defender Firewall connection rules with group policy firewall rules for the Public profile,Controls whether local administrators are allowed to create connection security rules that apply together with connection security rules configured by Group Policy.
scid-52,Enable 'Apply UAC restrictions to local accounts on network logons',"With User Account Control enabled, filtering the privileged token for built-in administrator accounts will prevent the elevated privileges of these accounts from being used over the network.<br>This recommendation is not applicable for organizations which use local password management solution (like LAPS) to protect local accounts for remote administration and support."
scid-53,Disable SMBv1 client driver,Disabling SMBv1 support may prevent access to file or print sharing resources with systems or devices that only support SMBv1.
scid-54,Disable SMBv1 server,Disabling SMBv1 support may prevent access to file or print sharing resources with systems or devices that only support SMBv1.
scid-55,Disable 'Network access: Let Everyone permissions apply to anonymous users',"Determines whether anonymous network users have the same rights and permissions as the built-in 'Everyone' group..<br><br>This security control is only assessed for machines on Windows 10, version 1709 or later."
scid-57,Disable 'WDigest Authentication',"When the WDigest Authentication protocol is enabled, plain text passwords are stored in the Local Security Authority Subsystem Service (LSASS) exposing them to theft."
scid-58,Disable 'Installation and configuration of Network Bridge on your DNS domain network',"Determines whether a user can install and configure the Network Bridge. The Network Bridge allows users to create a layer 2 MAC bridge, enabling them to connect two or more network segments together."
scid-59,Enable 'Require domain users to elevate when setting a network's location',Determines whether to require domain users to elevate when setting a network's location.
scid-60,Prohibit use of Internet Connection Sharing on your DNS domain network,"Determines whether an existing internet connection, such as through wireless, can be shared and used by other systems essentially creating a mobile hotspot."
scid-6000,REMOVED-Turn on Microsoft Defender for Endpoint sensor for Linux,"Determines whether the Microsoft Defender for Endpoint sensor installed on Linux machine collect and process behavioral signals from the operating system and sends this sensor data to your private, isolated, cloud instance of Microsoft Defender for Endpoint"
scid-6001,Fix Microsoft Defender for Endpoint sensor data collection for Linux,The Microsoft Defender for Endpoint service relies on sensor data collection to determine the security state of a machine.
scid-6002,Fix Microsoft Defender for Endpoint impaired communications for Linux,This status indicates that there's limited communication between the machine and the Microsoft Defender for Endpoint service.
scid-6014,Unrestricted Access Accounts for Linux,This settings makes sure that only &quot;root&quot; will have unrestricted access.
scid-6090,Turn on Microsoft Defender Antivirus real-time protection for Linux,This status indicates that Microsoft Defender Antivirus real-time protection is disabled.
scid-6091,Turn on Microsoft Defender Antivirus PUA protection in block mode for Linux,Enabling Potentially Unwanted Application (PUA) protection in block mode will block and automatically quarantine potentially unwanted applications. PUA protection blocking takes effect on endpoint clients after the next signature update or computer restart.<br><br>
scid-6092,Turn on Microsoft Defender Antivirus Tamper Protection for Linux,Tamper Protection essentially locks Microsoft Defender for Endpoint and prevents your security settings from being changed through various apps and methods such as editing or removing security settings through group policies.<br><br>.
scid-6093,Enable Microsoft Defender Antivirus real-time behavior monitoring for Linux,"Determines whether Microsoft Defender Antivirus monitors file processes, file and registry changes, and other events on your endpoints for suspicious and known malicious activity."
scid-6094,Enable Microsoft Defender Antivirus cloud-delivered protection for Linux,"Indicates that Microsoft Defender Antivirus cloud-delivered protection is not enabled. Cloud-delivered protection service provides very important protection against malware on your endpoints and across your network. <a href=""https://docs.microsoft.com//windows/security/threat-protection/windows-defender-antivirus/utilize-microsoft-cloud-protection-windows-defender-antivirus"" target=_blank>Learn more about cloud-delivered protection</a><br><br>"
scid-6095,Update Microsoft Defender Antivirus definitions for Linux,This status indicates that Microsoft Defender Antivirus definitions are not up to date.
scid-61,Set 'Minimum PIN length for startup' to '6 or more characters',Determines the minimum PIN length for authentication without sending a password to a network where it could be compromised.
scid-62,Enable 'Require additional authentication at startup',"Determines whether BitLocker requires additional authentication each time the computer starts, and whether you are using BitLocker with or without a Trusted Platform Module (TPM)."
scid-63,Disable 'Configure Offer Remote Assistance',"Determines whether unsolicited offers of help to this computer via Remote Assistance are allowed. Help desk and support personnel will not be able to proactively offer assistance, although they can still respond to user assistance requests."
scid-64,Restrict anonymous access to named pipes and Shares,Determines whether anonymous access is restricted to only shares and pipes that are named.
scid-65,Disable 'Store LAN Manager hash value on next password change',Controls whether or not a LAN Manager hash of the password is stored in the SAM the next time the password is changed.
scid-66,Disable 'Always install with elevated privileges',Determines whether Windows Installer always elevates privileges when installing applications.
scid-67,Disable 'Autoplay for non-volume devices',Determines whether autoplay for non-volume devices (such as Media Transfer Protocol (MTP) devices) is enabled or disabled.
scid-68,Disable 'Anonymous enumeration of SAM accounts',"Controls the ability of anonymous users to enumerate the accounts in the Security Accounts Manager (SAM). If you enable this policy setting, users with anonymous connections will not be able to enumerate domain account user names on the systems in your environment."
scid-69,Disable 'Autoplay' for all drives,"Determines whether Autoplay is enabled on the device. Autoplay starts to read from a drive as soon as you insert media in the drive, which causes the setup file for programs or audio media to start immediately"
scid-7,Enable 'Disable User name and Password',Controls whether Internet Explorer opens URLs containing user information that are passed to it by an Office application.
scid-70,Set default behavior for 'AutoRun' to 'Enabled: Do not execute any autorun commands',Determines whether Autorun commands are allowed to execute. Autorun commands are generally stored in autorun.inf files. They often launch the installation program or other routines.
scid-71,Enable 'Limit local account use of blank passwords to console logon only',"Determines whether local accounts that are not password protected can be used to log on from locations other than the physical computer console. By enabling this configuration, local accounts that have blank passwords will not be able to log on to the network from remote client computers. Such accounts will only be able to log on at the keyboard of the computer."
scid-72,Set LAN Manager authentication level to 'Send NTLMv2 response only. Refuse LM & NTLM',"Determines which challenge/response authentication protocol is used for network logons. This choice affects the level of authentication protocol used by clients, the level of session security negotiated, and the level of authentication accepted by servers."
scid-73,Disable 'Allow Basic authentication' for WinRM Client,Determines whether the Windows Remote Management (WinRM) client uses Basic authentication.
scid-74,Disable 'Allow Basic authentication' for WinRM Service,Determines whether the Windows Remote Management (WinRM) service accepts Basic authentication.
scid-75,Disable Flash on Adobe Reader DC,Determines whether Adobe Reader will render Flash content.
scid-76,Disable JavaScript on Adobe Reader DC,Determines whether to globally disable and lock JavaScript execution in Adobe Reader
scid-77,Disable Flash on Adobe Acrobat Pro XI,Determines whether Adobe Acrobat will render Flash content.
scid-78,Disable JavaScript on Adobe Acrobat Pro XI,Determines whether to globally disable and lock JavaScript execution in Adobe Acrobat
scid-79,Disable running or installing downloaded software with invalid signature,Determines whether downloaded software with invalid signature can be run or installed.
scid-8,Enable 'Scripted Window Security Restrictions',Malicious websites often try to confuse or trick users into giving a site permission to perform an action that allows the site to take control of the users' computers in some manner.
scid-80,Block Flash activation in Office documents,Determines whether Flash can be used in office documents.
scid-81,Set IPv6 source routing to highest protection,Determines whether IPv6 source routing is enabled.
scid-82,Disable IP source routing,Determines whether IP source routing is enabled.
scid-83,Enable Explorer Data Execution Prevention (DEP),Determines whether Data Execution Prevention can be turned off for File Explorer.
scid-84,Enable Local Admin password management,Enables management of password for local administrator account in AD. <br><br>This security control is only applicable for machines that are not domain controllers.
scid-85,Block outdated ActiveX controls for Internet Explorer,This feature keeps ActiveX controls up to date and helps make them safer to use in Internet Explorer.
scid-87,Disable Solicited Remote Assistance,Remote assistance allows another user to view or take control of the local session of a user.  Solicited assistance is help that is specifically requested by the local user.
scid-88,Disable Anonymous enumeration of shares,Determines whether anonymous logon users (null session connections) are allowed to list all account names and enumerate all shared resources
scid-89,Enable scanning of removable drives during a full scan,"This setting controls whether or not to scan for malicious software and unwanted software in the contents of removable drives, such as USB flash drives, when running a full scan.<br><br>This security control is only applicable for machines with Windows 10, version 1709 or later."
scid-9,Enable 'Local Machine Zone Lockdown Security',"When Internet Explorer opens a Web page, it places restrictions on what the page can do, based on the page's Internet Explorer security zone. There are several possible security zones, each with different sets of restrictions. The security zone for a page is determined by its location. For example, pages that are located on the Internet will normally be in the more restrictive Internet security zone. They might not be allowed to perform some operations, such as accessing the local hard drive. Pages that are located on your corporate network would normally be in the Intranet security zone, and have fewer restrictions."
scid-90,Enable Microsoft Defender Antivirus email scanning,Determines whether Microsoft Defender Antivirus analyzes the mail bodies and attachments and scans them for malicious content.
scid-9016,REMOVED-[TEST only] Enable cloud-delivered protection,"Indicates that Microsoft Defender Antivirus cloud-delivered protection is not enabled. Cloud-delivered protection service provides very important protection against malware on your endpoints and across your network. <a href=""https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-antivirus/utilize-microsoft-cloud-protection-windows-defender-antivirus"" target=_blank>Learn more about cloud-delivered protection</a><br><br>This security control is only assessed for machines on Windows 10, version 1709 or later, and Windows Server 2019."
scid-91,Enable Microsoft Defender Antivirus real-time behavior monitoring,"Determines whether Microsoft Defender Antivirus monitors file processes, file and registry changes, and other events on your endpoints for suspicious and known malicious activity."
scid-92,Enable Microsoft Defender Antivirus scanning of downloaded files and attachments,Determines whether Microsoft Defender Antivirus scans all downloaded files and attachments for malicious code.
scid-93,Disable the local storage of passwords and credentials,Determines whether Credential Manager saves passwords or credentials locally for later use when it gains domain authentication.
scid-94,Disable sending unencrypted password to third-party SMB servers,Determines whether the SMB redirector will send unencrypted (plain text) passwords when authenticating to third-party SMB servers that do not support password encryption.
scid-95,Enable 'Microsoft network client: Digitally sign communications (always)',"Determines whether packet signing is required by the SMB client component. If this is enabled, the SMB client will only communicate with an SMB server that performs SMB packet signing."
scid-96,Enable 'Network Protection',"<a href=""https://docs.microsoft.com/windows/security/threat-protection/microsoft-defender-atp/network-protection"" target=_blank>Network protection</a> helps reduce the attack surface of your devices from Internet-based events. It prevents employees from using any application to access dangerous domains that may host phishing scams, exploits, and other malicious content on the Internet.<br>It expands the scope of Windows Defender SmartScreen to block all outbound HTTP(s) traffic that attempts to connect to low-reputation sources (based on the domain or hostname)<br><br>This security control is only assessed for machines with Windows 10, version 1709 or later, and Windows Server 2019."
scid-97,Disable JavaScript on Adobe DC,Determines whether to globally disable and lock JavaScript execution in Adobe DC
scid-98,Disable JavaScript on Adobe Reader 2017,Determines whether to globally disable and lock JavaScript execution in Adobe Reader 2017
scid-99,Disable JavaScript on Adobe Acrobat 2017,Determines whether to globally disable and lock JavaScript execution in Adobe Acrobat 2017
SelfServicePasswordReset,Enable self-service password reset,"With self-service password reset in Azure Active Directory, users no longer need to engage help desk to reset passwords. This feature works well with Azure AD dynamically banned passwords, which prevents easily guessable passwords from being used."
SigninRiskPolicy,Turn on sign-in risk policy,Turning on the sign-in risk policy ensures that suspicious sign-ins are challenged for multifactor authentication (MFA).
spo_guest_share_account,Guests must sign in using the same account to which sharing invitations are sent,Prevents guests from redeeming site sharing invitations using a different email address than the invitation was sent to.
spo_idle_session_timeout,Sign out inactive users in SharePoint Online,Idle session sign-out lets you specify a time at which users are warned and are later signed out of Microsoft 365 after a period of browser inactivity in SharePoint and OneDrive.
spo_legacy_auth,Ensure modern authentication for SharePoint applications is required,"Modern authentication in Microsoft 365 enables authentication features like multifactor authentication (MFA) using smart cards, certificate-based authentication (CBA), and third-party SAML identity providers."
UserRiskPolicy,Turn on user risk policy,"With the user risk policy turned on, Azure Active Directory detects the probability that a user account has been compromised. As an administrator, you can configure a user risk Conditional Access policy to automatically respond to a specific user risk level. For example, you can block access to your resources or require a password change to get a user account back into a clean state."
mcas_mda_enabled,Ensure Microsoft Defender for Cloud Apps is enabled and configured,Ensure Defender for Cloud Apps is enabled to get protection for your cloud apps
aad_phishing_MFA_strength,Ensure 'Phishing-resistant MFA strength' is required for Administrators,"Authentication strength is a Conditional Access control that allows administrators to specify which combination of authentication methods can be used to access a resource. For example, they can make only phishing-resistant authentication methods available to access a sensitive resource. However, to access a non-sensitive resource, they can allow less secure multifactor authentication (MFA) combinations, such as password + SMS. Microsoft has 3 built-in authentication strengths: MFA strength, Passwordless MFA strength, and Phishing-resistant MFA strength. Ensure administrator roles are using a CA policy with Phishing-resistant MFA strength. Administrators can then enroll using one of 3 methods: FIDO2 Security Key, Windows Hello for Business, and Certificate-based authentication (Multi-Factor). NOTE: Additional steps to configure methods such as FIDO2 keys are not covered here but can be found in related MS articles in the references section. The Conditional Access policy only ensures 1 of the 3 methods is used. WARNING: Administrators must be pre-registered for a strong authentication mechanism before this Conditional Access Policy is enforced. Additionally, as stated elsewhere in the CIS Benchmark, a break-glass administrator account should be excluded from this policy to ensure unfettered access in the case of an emergency. Rationale: Sophisticated attacks targeting MFA are more prevalent and require robust security measures."
aad_custom_banned_passwords,Ensure custom banned passwords lists are used,"Microsoft Entra ID Password Protection automatically applies default global banned password lists to all users in a Microsoft Entra ID tenant. To support business and security needs, custom banned password lists can be defined. When users change or reset their passwords, these banned password lists are checked to enforce the use of strong passwords. A custom banned password list should include some of the following examples: Brand names, Product names, Locations (such as company headquarters), Company-specific internal terms, and Abbreviations that have specific company meaning. Rationale: Creating a new password can be difficult regardless of one`s technical background. It is common to look around one`s environment for suggestions when building a password; however, this may include picking words specific to the organization as inspiration for a password. An adversary may employ what is called a `mangler` to create permutations of these specific words in an attempt to crack passwords or hashes, making it easier to reach their goal."
aad_third_party_apps,Ensure third party integrated applications are not allowed,"Do not allow third-party integrated applications to connect to your services. Only permit such connections if there is a clear value and robust security controls are in place. While there are legitimate use cases, attackers can exploit breached accounts to exfiltrate data through third-party applications without needing to maintain the compromised account."
aad_admin_consent_workflow,Ensure the admin consent workflow is enabled,"Without an admin consent workflow (Preview), a user in a tenant where user consent is disabled will be blocked when they try to access any app that requires permissions to access organizational data. The user sees a generic error message that says they`re unauthorized to access the app and they should ask their admin for help. The admin consent workflow (Preview) gives admins a secure way to grant access to applications that require admin approval. When a user tries to access an application but is unable to provide consent, they can send a request for admin approval. The request is sent via email to admins who have been designated as reviewers. A reviewer acts on the request, and the user is notified of the action."
